video_idx,feature,start_diff,end_diff,t_stat,p_value
0,f0,0.11483317326425851,0.08702722818976077,1.2844923591066888,0.20062039198343845
0,intensity,0.09618011682463967,0.06694310556171335,0.9175662457035796,0.36007379602104705
0,log_energy,0.2411842452086685,0.13345368854334155,-1.6841853161073412,0.09387909686141477
0,jitter,0.014242123630266806,0.007756160258376166,-0.3805538509136902,0.7039830478032714
0,shimmer,0.027978761702655564,0.02172219948854176,-0.36120344094122453,0.7183709643563279
1,f0,0.08553074386284132,0.05613035833467234,-1.3604756286666606,0.17538065695556354
1,intensity,0.03625154417020371,0.006944002823511375,0.8362217654975297,0.40413886940390276
1,log_energy,0.0675603151769526,0.14139998813260596,-1.185270670391264,0.2374728865192822
1,jitter,0.030084724828859266,0.009485119306357842,-1.1249111427383591,0.26212447490703733
1,shimmer,0.01589090870953469,0.025272062546810137,-0.5344766105437269,0.5936713740959174
2,f0,0.13051380098259516,0.12183531371232564,-0.3582813072242238,0.7205526332600267
2,intensity,0.05633617826173987,0.04251076373518936,2.743046236549841,0.006702879592806602
2,log_energy,0.1527923329275046,0.008638593716013387,2.630830646048466,0.009256066483246936
2,jitter,0.05992779070646584,0.01880707477738025,-1.9129004483789251,0.05734824661556489
2,shimmer,0.011740806773932355,0.024296672934035812,0.7270168900404496,0.46816007586181396
3,f0,0.03850256715817352,0.0580070305570351,1.002380064267523,0.3175056680951291
3,intensity,0.03360978100463152,0.1566703500990222,-5.456116832853467,1.5924115700394657e-07
3,log_energy,0.07660587194333124,0.14730031659174847,-1.0676623681418467,0.287102657022252
3,jitter,0.011869998998562253,0.03614108783877579,1.320549521097728,0.18832818795425113
3,shimmer,0.007111428145856413,0.008885161803873387,-0.9612876870378313,0.3376970770500157
4,f0,0.0059860024395284595,0.0075611157174748644,-0.09217604587228918,0.9266606756829807
4,intensity,0.05233661688740243,0.0954333462406588,-1.2354991825249277,0.21825486093350485
4,log_energy,0.11154579808124904,0.3967225747553253,-4.461030795298841,1.4337550573475259e-05
4,jitter,0.009870221764067905,0.005497999954588578,0.8319347285453157,0.4065481153532092
4,shimmer,0.005863411615108949,0.006757166208669119,-0.7293587989633741,0.4667302162761515
5,f0,0.009752311248003243,0.020844912901811896,1.6257327480265606,0.10575605132980118
5,intensity,0.04129029712575527,0.019308903603576066,-2.0389339743471275,0.04291894688320583
5,log_energy,0.013174949863260954,0.0723540792929942,-1.0715853585497934,0.2853409753954802
5,jitter,0.007584750584306868,0.001975100597163215,0.29934747223730773,0.7650202951993754
5,shimmer,0.015478437682234614,0.0003615069691841333,-0.8439853058657653,0.3997978729821732
6,f0,0.079996630890462,0.07970187562356934,0.011525629531747935,0.9908168460485092
6,intensity,0.023185796194753916,0.03445472749048839,-0.2992435447713966,0.7650994564130724
6,log_energy,0.15321899659597826,0.07634323767846452,-1.8878688401872117,0.06065259297444871
6,jitter,0.02204107511088607,0.01889537311252315,0.15216414312660312,0.8792278957290462
6,shimmer,0.02145393326554801,0.017725220510277695,0.21384439334665012,0.830910441211635
7,f0,0.18915742712444808,0.1579119125124152,-1.1849972581978636,0.23758069630325285
7,intensity,0.14418642548033123,0.17211910978455025,0.9502871294519951,0.343240568709245
7,log_energy,0.08935296803497039,0.011764167909353418,2.555631621187279,0.011426136462883638
7,jitter,0.020327204964645212,0.003239423725126561,0.7449500469017616,0.45727346661892443
7,shimmer,0.04165822078288861,0.04976867726617984,-0.47930364286435206,0.6323044324740339
8,f0,0.05596401467945411,0.050788980561328134,-0.27769181931344555,0.781567628555511
8,intensity,0.021536865589797616,0.11129442631823161,-3.232642486631047,0.0014588760604705518
8,log_energy,0.041696289855580604,0.3352336287171326,-7.07565785078204,3.1963148544154575e-11
8,jitter,0.008655375254872338,0.0013244342127815,-0.47224836048989316,0.6373215525822784
8,shimmer,0.02997112160123458,0.005349332210055069,-1.7772731212782653,0.07721200074997235
9,f0,0.06429759483905928,0.05086876951180713,-0.7619740802599504,0.447072725614474
9,intensity,0.08024657655810363,0.16670257915574738,2.435907516418748,0.015828806122168432
9,log_energy,0.1694225879055382,0.29736696588452405,1.7805582875847086,0.07667135913775515
9,jitter,0.06808573123477307,0.011703543644900116,-2.936267602327594,0.0037557573584382736
9,shimmer,0.028104808358733135,0.0033205587240118795,-1.5421164670596197,0.12480149216329746
10,f0,0.029464049587938357,0.026351447261566963,0.1898001288855643,0.8496796199337996
